219	413
219	413
219	413
219	413
219	413
219	413
219	413
229	418
229	418
229	418
229	418
229	418
229	418
229	418
233	425
233	425
233	425
233	425
233	425
233	425
233	425
247	400
247	400
247	400
247	400
247	400
247	400
247	400
242	413
242	413
242	413
242	413
242	413
242	413
242	413
246	415
246	415
246	415
246	415
246	415
246	415
246	415
253	405
253	405
253	405
253	405
253	405
253	405
253	405
245	409
245	409
245	409
245	409
245	409
245	409
245	409
238	397
238	397
238	397
238	397
238	397
238	397
238	397
253	394
253	394
253	394
253	394
253	394
253	394
253	394
238	394
238	394
238	394
238	394
238	394
238	394
238	394
244	388
244	388
244	388
244	388
244	388
244	388
244	388
260	379
260	379
260	379
260	379
260	379
260	379
260	379
257	356
257	356
257	356
257	356
257	356
257	356
257	356
254	345
254	345
254	345
254	345
254	345
254	345
254	345
261	329
261	329
261	329
261	329
261	329
261	329
261	329
262	318
262	318
262	318
262	318
262	318
262	318
262	318
262	299
262	299
262	299
262	299
262	299
262	299
262	299
253	292
253	292
253	292
253	292
253	292
253	292
253	292
269	283
269	283
269	283
269	283
269	283
269	283
269	283
257	248
257	248
257	248
257	248
257	248
257	248
257	248
267	223
267	223
267	223
267	223
267	223
267	223
267	223
260	205
260	205
260	205
260	205
260	205
260	205
260	205
248	186
248	186
248	186
248	186
248	186
248	186
248	186
254	168
254	168
254	168
254	168
254	168
254	168
254	168
261	131
261	131
261	131
261	131
261	131
261	131
261	131
258	114
258	114
258	114
258	114
258	114
258	114
258	114
271	80
271	80
271	80
271	80
271	80
271	80
271	80
260	57
260	57
260	57
260	57
260	57
260	57
260	57
257	41
257	41
257	41
257	41
257	41
257	41
257	41
258	24
258	24
258	24
258	24
258	24
258	24
258	24
251	23
251	23
251	23
251	23
251	23
251	23
251	23
275	-7
275	-7
275	-7
275	-7
275	-7
275	-7
275	-7
270	3
270	3
270	3
270	3
270	3
270	3
270	3
