593	42
593	42
593	42
593	42
593	42
593	42
593	42
596	42
596	42
596	42
596	42
596	42
596	42
596	42
598	66
598	66
598	66
598	66
598	66
598	66
598	66
598	66
598	66
598	66
598	66
598	66
598	66
598	66
591	65
591	65
591	65
591	65
591	65
591	65
591	65
589	63
589	63
589	63
589	63
589	63
589	63
589	63
598	43
598	43
598	43
598	43
598	43
598	43
598	43
595	65
595	65
595	65
595	65
595	65
595	65
595	65
595	43
595	43
595	43
595	43
595	43
595	43
595	43
593	66
593	66
593	66
593	66
593	66
593	66
593	66
592	65
592	65
592	65
592	65
592	65
592	65
592	65
589	65
589	65
589	65
589	65
589	65
589	65
589	65
588	65
588	65
588	65
588	65
588	65
588	65
588	65
592	44
592	44
592	44
592	44
592	44
592	44
592	44
586	56
586	56
586	56
586	56
586	56
586	56
586	56
583	61
583	61
583	61
583	61
583	61
583	61
583	61
580	74
580	74
580	74
580	74
580	74
580	74
580	74
573	76
573	76
573	76
573	76
573	76
573	76
573	76
564	111
564	111
564	111
564	111
564	111
564	111
564	111
553	115
553	115
553	115
553	115
553	115
553	115
553	115
536	141
536	141
536	141
536	141
536	141
536	141
536	141
551	163
551	163
551	163
551	163
551	163
551	163
551	163
526	173
526	173
526	173
526	173
526	173
526	173
526	173
538	194
538	194
538	194
538	194
538	194
538	194
538	194
543	201
543	201
543	201
543	201
543	201
543	201
543	201
526	228
526	228
526	228
526	228
526	228
526	228
526	228
533	227
533	227
533	227
533	227
533	227
533	227
533	227
520	272
520	272
520	272
520	272
520	272
520	272
520	272
511	287
511	287
511	287
511	287
511	287
511	287
511	287
499	308
499	308
499	308
499	308
499	308
499	308
499	308
505	332
505	332
505	332
505	332
505	332
505	332
505	332
498	356
498	356
498	356
498	356
498	356
498	356
498	356
505	366
505	366
505	366
505	366
505	366
505	366
505	366
511	376
511	376
511	376
511	376
511	376
511	376
511	376
511	393
511	393
511	393
511	393
511	393
511	393
511	393
507	415
507	415
507	415
507	415
507	415
507	415
507	415
517	432
517	432
517	432
517	432
517	432
517	432
517	432
506	451
506	451
506	451
506	451
506	451
506	451
506	451
496	481
496	481
496	481
496	481
496	481
496	481
496	481
504	493
504	493
504	493
504	493
504	493
504	493
504	493
492	505
492	505
492	505
492	505
492	505
492	505
492	505
491	513
491	513
491	513
491	513
491	513
491	513
491	513
482	527
482	527
482	527
482	527
482	527
482	527
482	527
469	535
469	535
469	535
469	535
469	535
469	535
469	535
469	543
469	543
469	543
469	543
469	543
469	543
469	543
469	546
469	546
469	546
469	546
469	546
469	546
469	546
467	546
467	546
467	546
467	546
467	546
467	546
467	546
471	553
471	553
471	553
471	553
471	553
471	553
471	553
490	564
490	564
490	564
490	564
490	564
490	564
490	564
491	586
491	586
491	586
491	586
491	586
491	586
491	586
