455	292
455	292
455	292
455	292
455	292
455	292
455	292
456	293
456	293
456	293
456	293
456	293
456	293
456	293
453	289
453	289
453	289
453	289
453	289
453	289
453	289
455	292
455	292
455	292
455	292
455	292
455	292
455	292
460	296
460	296
460	296
460	296
460	296
460	296
460	296
447	290
447	290
447	290
447	290
447	290
447	290
447	290
451	293
451	293
451	293
451	293
451	293
451	293
451	293
447	291
447	291
447	291
447	291
447	291
447	291
447	291
443	293
443	293
443	293
443	293
443	293
443	293
443	293
453	289
453	289
453	289
453	289
453	289
453	289
453	289
443	293
443	293
443	293
443	293
443	293
443	293
443	293
437	293
437	293
437	293
437	293
437	293
437	293
437	293
433	292
433	292
433	292
433	292
433	292
433	292
433	292
413	296
413	296
413	296
413	296
413	296
413	296
413	296
413	296
413	296
413	296
413	296
413	296
413	296
413	296
402	296
402	296
402	296
402	296
402	296
402	296
402	296
401	291
401	291
401	291
401	291
401	291
401	291
401	291
394	295
394	295
394	295
394	295
394	295
394	295
394	295
391	292
391	292
391	292
391	292
391	292
391	292
391	292
382	289
382	289
382	289
382	289
382	289
382	289
382	289
372	299
372	299
372	299
372	299
372	299
372	299
372	299
348	284
348	284
348	284
348	284
348	284
348	284
348	284
345	263
345	263
345	263
345	263
345	263
345	263
345	263
316	264
316	264
316	264
316	264
316	264
316	264
316	264
285	285
285	285
285	285
285	285
285	285
285	285
285	285
263	283
263	283
263	283
263	283
263	283
263	283
263	283
268	286
268	286
268	286
268	286
268	286
268	286
268	286
246	277
246	277
246	277
246	277
246	277
246	277
246	277
245	281
245	281
245	281
245	281
245	281
245	281
245	281
241	267
241	267
241	267
241	267
241	267
241	267
241	267
222	267
222	267
222	267
222	267
222	267
222	267
222	267
193	265
193	265
193	265
193	265
193	265
193	265
193	265
203	254
203	254
203	254
203	254
203	254
203	254
203	254
168	284
168	284
168	284
168	284
168	284
168	284
168	284
164	273
164	273
164	273
164	273
164	273
164	273
164	273
152	267
152	267
152	267
152	267
152	267
152	267
152	267
137	272
137	272
137	272
137	272
137	272
137	272
137	272
127	267
127	267
127	267
127	267
127	267
127	267
127	267
104	265
104	265
104	265
104	265
104	265
104	265
104	265
102	256
102	256
102	256
102	256
102	256
102	256
102	256
100	261
100	261
100	261
100	261
100	261
100	261
100	261
70	267
70	267
70	267
70	267
70	267
70	267
70	267
28	272
28	272
28	272
28	272
28	272
28	272
28	272
23	270
23	270
23	270
23	270
23	270
23	270
23	270
32	265
32	265
32	265
32	265
32	265
32	265
32	265
27	265
27	265
27	265
27	265
27	265
27	265
27	265
-5	260
-5	260
-5	260
-5	260
-5	260
-5	260
-5	260
8	277
8	277
8	277
8	277
8	277
8	277
8	277
12	261
12	261
12	261
12	261
12	261
12	261
12	261
-1	263
-1	263
-1	263
-1	263
-1	263
-1	263
-1	263
5	251
5	251
5	251
5	251
5	251
5	251
5	251
5	287
5	287
5	287
5	287
5	287
5	287
5	287
-1	277
-1	277
-1	277
-1	277
-1	277
-1	277
-1	277
